# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2021-11-30 15:06:48 EST       (sdww02)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 04260500 BLACK RIVER AT WATERTOWN NY
# -----------------------------------------------------------------------------------
#
# Data provided for site 04260500
#            TS   parameter     statistic     Description
#        105812       00060     00003     Discharge, cubic feet per second (Mean)
#
# Data-value qualification codes included in this output:
#     A  Approved for publication -- Processing and review completed.
#     e  Value has been estimated.
# 
agency_cd	site_no	datetime	105812_00060_00003	105812_00060_00003_cd
USGS	04260500	1969-04-13	21000	A
USGS	04260500	1969-04-14	17200	A
USGS	04260500	1969-04-15	14200	A
USGS	04260500	1969-04-16	12800	A
USGS	04260500	1969-04-17	12500	A
USGS	04260500	1969-04-18	12800	A
USGS	04260500	1969-04-19	15700	A
USGS	04260500	1969-04-20	19400	A
USGS	04260500	1969-04-21	20700	A
USGS	04260500	1969-04-22	17800	A
USGS	04260500	1969-04-23	14400	A
USGS	04260500	1969-04-24	13200	A
USGS	04260500	1969-04-25	12300	A
USGS	04260500	1969-04-26	11300	A
USGS	04260500	1969-04-27	10300	A
USGS	04260500	1969-04-28	8860	A
USGS	04260500	1969-04-29	7840	A
USGS	04260500	1969-04-30	7360	A
USGS	04260500	1969-05-01	6910	A
USGS	04260500	1969-05-02	6370	A
USGS	04260500	1969-05-03	5620	A
USGS	04260500	1969-05-04	4920	A
USGS	04260500	1969-05-05	4660	A
USGS	04260500	1969-05-06	4370	A
USGS	04260500	1969-05-07	3950	A
USGS	04260500	1969-05-08	3620	A
USGS	04260500	1969-05-09	3610	A
USGS	04260500	1969-05-10	4440	A
USGS	04260500	1969-05-11	5520	A
USGS	04260500	1969-05-12	6100	A
USGS	04260500	1969-05-13	6230	A
USGS	04260500	1969-05-14	6050	A
USGS	04260500	1969-05-15	5760	A
USGS	04260500	1969-05-16	5280	A
USGS	04260500	1969-05-17	4730	A
USGS	04260500	1969-05-18	4520	A
USGS	04260500	1969-05-19	5860	A
USGS	04260500	1969-05-20	9700	A
USGS	04260500	1969-05-21	19300	A
USGS	04260500	1969-05-22	29500	A
USGS	04260500	1969-05-23	24600	A
USGS	04260500	1969-05-24	18500	A
USGS	04260500	1969-05-25	13600	A
USGS	04260500	1969-05-26	10800	A
USGS	04260500	1969-05-27	9040	A
USGS	04260500	1969-05-28	7540	A
USGS	04260500	1969-05-29	6520	A
USGS	04260500	1969-05-30	6030	A
USGS	04260500	1969-05-31	6110	A
USGS	04260500	1969-06-01	5980	A
USGS	04260500	1969-06-02	5880	A
USGS	04260500	1969-06-03	7300	A
USGS	04260500	1969-06-04	7600	A
USGS	04260500	1969-06-05	7300	A
USGS	04260500	1969-06-06	6500	A
USGS	04260500	1969-06-07	5540	A
USGS	04260500	1969-06-08	5070	A
USGS	04260500	1969-06-09	4660	A
USGS	04260500	1969-06-10	3960	A
USGS	04260500	1969-06-11	3320	A
USGS	04260500	1969-06-12	2980	A
USGS	04260500	1969-06-13	2670	A
USGS	04260500	1969-06-14	2820	A
USGS	04260500	1969-06-15	2260	A
USGS	04260500	1969-06-16	2670	A
USGS	04260500	1969-06-17	4060	A
USGS	04260500	1969-06-18	3860	A
USGS	04260500	1969-06-19	3280	A
USGS	04260500	1969-06-20	3020	A
USGS	04260500	1969-06-21	3260	A
USGS	04260500	1969-06-22	2980	A
USGS	04260500	1969-06-23	3000	A
USGS	04260500	1969-06-24	4220	A
USGS	04260500	1969-06-25	5290	A
USGS	04260500	1969-06-26	5330	A
USGS	04260500	1969-06-27	5000	A
USGS	04260500	1969-06-28	4920	A
USGS	04260500	1969-06-29	4520	A
USGS	04260500	1969-06-30	3720	A
USGS	04260500	1969-07-01	3420	A
USGS	04260500	1969-07-02	3320	A
USGS	04260500	1969-07-03	3100	A
USGS	04260500	1969-07-04	2780	A
USGS	04260500	1969-07-05	2660	A
USGS	04260500	1969-07-06	2870	A
USGS	04260500	1969-07-07	2940	A
USGS	04260500	1969-07-08	2690	A
USGS	04260500	1969-07-09	2420	A
USGS	04260500	1969-07-10	1960	A
USGS	04260500	1969-07-11	1650	A
USGS	04260500	1969-07-12	1680	A
USGS	04260500	1969-07-13	1710	A
USGS	04260500	1969-07-14	1810	A
USGS	04260500	1969-07-15	1750	A
USGS	04260500	1969-07-16	1620	A
USGS	04260500	1969-07-17	1540	A
USGS	04260500	1969-07-18	1410	A
USGS	04260500	1969-07-19	1410	A
USGS	04260500	1969-07-20	1260	A
USGS	04260500	1969-07-21	990	A
USGS	04260500	1969-07-22	1210	A
USGS	04260500	1969-07-23	1330	A
USGS	04260500	1969-07-24	1180	A
USGS	04260500	1969-07-25	1160	A
USGS	04260500	1969-07-26	1340	A
USGS	04260500	1969-07-27	1500	A
USGS	04260500	1969-07-28	1860	A
USGS	04260500	1969-07-29	1970	A
USGS	04260500	1969-07-30	1900	A
USGS	04260500	1969-07-31	1620	A
USGS	04260500	1969-08-01	1680	A
USGS	04260500	1969-08-02	1540	A
USGS	04260500	1969-08-03	1410	A
USGS	04260500	1969-08-04	2030	A
USGS	04260500	1969-08-05	1850	A
USGS	04260500	1969-08-06	1750	A
USGS	04260500	1969-08-07	1610	A
USGS	04260500	1969-08-08	1600	A
USGS	04260500	1969-08-09	1760	A
USGS	04260500	1969-08-10	2130	A
USGS	04260500	1969-08-11	2420	A
USGS	04260500	1969-08-12	2530	A
USGS	04260500	1969-08-13	2390	A
USGS	04260500	1969-08-14	2230	A
USGS	04260500	1969-08-15	1960	A
USGS	04260500	1969-08-16	1790	A
USGS	04260500	1969-08-17	1460	A
USGS	04260500	1969-08-18	1710	A
USGS	04260500	1969-08-19	1920	A
USGS	04260500	1969-08-20	1860	A
USGS	04260500	1969-08-21	1790	A
USGS	04260500	1969-08-22	1780	A
USGS	04260500	1969-08-23	1650	A
USGS	04260500	1969-08-24	1430	A
USGS	04260500	1969-08-25	1330	A
USGS	04260500	1969-08-26	1320	A
USGS	04260500	1969-08-27	1340	A
USGS	04260500	1969-08-28	1300	A
USGS	04260500	1969-08-29	1320	A
USGS	04260500	1969-08-30	1240	A
USGS	04260500	1969-08-31	1440	A
USGS	04260500	1969-09-01	1060	A
USGS	04260500	1969-09-02	1170	A
USGS	04260500	1969-09-03	1330	A
USGS	04260500	1969-09-04	1390	A
USGS	04260500	1969-09-05	1390	A
USGS	04260500	1969-09-06	1570	A
USGS	04260500	1969-09-07	920	A
USGS	04260500	1969-09-08	1390	A
USGS	04260500	1969-09-09	1850	A
USGS	04260500	1969-09-10	2030	A
USGS	04260500	1969-09-11	1740	A
USGS	04260500	1969-09-12	1610	A
USGS	04260500	1969-09-13	1380	A
USGS	04260500	1969-09-14	1280	A
USGS	04260500	1969-09-15	1320	A
USGS	04260500	1969-09-16	1230	A
USGS	04260500	1969-09-17	1290	A
USGS	04260500	1969-09-18	1540	A
USGS	04260500	1969-09-19	1610	A
USGS	04260500	1969-09-20	1610	A
USGS	04260500	1969-09-21	1550	A
USGS	04260500	1969-09-22	1430	A
USGS	04260500	1969-09-23	1380	A
USGS	04260500	1969-09-24	1410	A
USGS	04260500	1969-09-25	1300	A
USGS	04260500	1969-09-26	1670	A
USGS	04260500	1969-09-27	1610	A
USGS	04260500	1969-09-28	910	A
USGS	04260500	1969-09-29	1160	A
USGS	04260500	1969-09-30	1340	A
USGS	04260500	1969-10-01	1410	A
USGS	04260500	1969-10-02	1620	A
USGS	04260500	1969-10-03	1900	A
USGS	04260500	1969-10-04	1860	A
USGS	04260500	1969-10-05	760	A
USGS	04260500	1969-10-06	1440	A
USGS	04260500	1969-10-07	1400	A
USGS	04260500	1969-10-08	1380	A
USGS	04260500	1969-10-09	1340	A
USGS	04260500	1969-10-10	1570	A
USGS	04260500	1969-10-11	1170	A
USGS	04260500	1969-10-12	1330	A
USGS	04260500	1969-10-13	1050	A
USGS	04260500	1969-10-14	1150	A
USGS	04260500	1969-10-15	1080	A
USGS	04260500	1969-10-16	1130	A
USGS	04260500	1969-10-17	1130	A
USGS	04260500	1969-10-18	1140	A
USGS	04260500	1969-10-19	1220	A
USGS	04260500	1969-10-20	1410	A
USGS	04260500	1969-10-21	1760	A
USGS	04260500	1969-10-22	2930	A
USGS	04260500	1969-10-23	3400	A
USGS	04260500	1969-10-24	2820	A
USGS	04260500	1969-10-25	2310	A
USGS	04260500	1969-10-26	2180	A
USGS	04260500	1969-10-27	2100	A
USGS	04260500	1969-10-28	2350	A
USGS	04260500	1969-10-29	2400	A
USGS	04260500	1969-10-30	2280	A
USGS	04260500	1969-10-31	2020	A
USGS	04260500	1969-11-01	1820	A
USGS	04260500	1969-11-02	1610	A
USGS	04260500	1969-11-03	1790	A
USGS	04260500	1969-11-04	4200	A
USGS	04260500	1969-11-05	4900	A
USGS	04260500	1969-11-06	4840	A
USGS	04260500	1969-11-07	5240	A
USGS	04260500	1969-11-08	5220	A
USGS	04260500	1969-11-09	4940	A
USGS	04260500	1969-11-10	4800	A
USGS	04260500	1969-11-11	4800	A
USGS	04260500	1969-11-12	4280	A
USGS	04260500	1969-11-13	3360	A
USGS	04260500	1969-11-14	2960	A
USGS	04260500	1969-11-15	3100	A
USGS	04260500	1969-11-16	3180	A
USGS	04260500	1969-11-17	3060	A
USGS	04260500	1969-11-18	2980	A
USGS	04260500	1969-11-19	3640	A
USGS	04260500	1969-11-20	4720	A
USGS	04260500	1969-11-21	5000	A
USGS	04260500	1969-11-22	4580	A
USGS	04260500	1969-11-23	3520	A
USGS	04260500	1969-11-24	3260	A
USGS	04260500	1969-11-25	3380	A
USGS	04260500	1969-11-26	3300	A
USGS	04260500	1969-11-27	3200	A
USGS	04260500	1969-11-28	2420	A
USGS	04260500	1969-11-29	2400	A
USGS	04260500	1969-11-30	2130	A
USGS	04260500	1969-12-01	1970	A
USGS	04260500	1969-12-02	2130	A
USGS	04260500	1969-12-03	2260	A
USGS	04260500	1969-12-04	2180	A
USGS	04260500	1969-12-05	2150	A
USGS	04260500	1969-12-06	2090	A
USGS	04260500	1969-12-07	1810	A
USGS	04260500	1969-12-08	1670	A
USGS	04260500	1969-12-09	1860	A
USGS	04260500	1969-12-10	2400	A
USGS	04260500	1969-12-11	3380	A
USGS	04260500	1969-12-12	6000	A
USGS	04260500	1969-12-13	6890	A
USGS	04260500	1969-12-14	7060	A
USGS	04260500	1969-12-15	6520	A
USGS	04260500	1969-12-16	5200	A
USGS	04260500	1969-12-17	3980	A
USGS	04260500	1969-12-18	3180	A
USGS	04260500	1969-12-19	3040	A
USGS	04260500	1969-12-20	2890	A
USGS	04260500	1969-12-21	2840	A
USGS	04260500	1969-12-22	2670	A
USGS	04260500	1969-12-23	2750	A
USGS	04260500	1969-12-24	2940	A
USGS	04260500	1969-12-25	3140	A
USGS	04260500	1969-12-26	2840	A
USGS	04260500	1969-12-27	2890	A
USGS	04260500	1969-12-28	2530	A
USGS	04260500	1969-12-29	2090	A
USGS	04260500	1969-12-30	2530	A
USGS	04260500	1969-12-31	2390	A
USGS	04260500	1970-01-01	2570	A
USGS	04260500	1970-01-02	2710	A
USGS	04260500	1970-01-03	2640	A
USGS	04260500	1970-01-04	2660	A
USGS	04260500	1970-01-05	2460	A
USGS	04260500	1970-01-06	2690	A
USGS	04260500	1970-01-07	2890	A
USGS	04260500	1970-01-08	2570	A
USGS	04260500	1970-01-09	2620	A
USGS	04260500	1970-01-10	2620	A
USGS	04260500	1970-01-11	2880	A
USGS	04260500	1970-01-12	2720	A
USGS	04260500	1970-01-13	2690	A
USGS	04260500	1970-01-14	2970	A
USGS	04260500	1970-01-15	3010	A
USGS	04260500	1970-01-16	2730	A
USGS	04260500	1970-01-17	1900	A
USGS	04260500	1970-01-18	1840	A
USGS	04260500	1970-01-19	1950	A
USGS	04260500	1970-01-20	2360	A
USGS	04260500	1970-01-21	2200	A
USGS	04260500	1970-01-22	2280	A
USGS	04260500	1970-01-23	2510	A
USGS	04260500	1970-01-24	2440	A
USGS	04260500	1970-01-25	1950	A
USGS	04260500	1970-01-26	1480	A
USGS	04260500	1970-01-27	1720	A
USGS	04260500	1970-01-28	1760	A
USGS	04260500	1970-01-29	1780	A
USGS	04260500	1970-01-30	1860	A
USGS	04260500	1970-01-31	2070	A
USGS	04260500	1970-02-01	2050	A
USGS	04260500	1970-02-02	1970	A
USGS	04260500	1970-02-03	2730	A
USGS	04260500	1970-02-04	3770	A
USGS	04260500	1970-02-05	4360	A
USGS	04260500	1970-02-06	4550	A
USGS	04260500	1970-02-07	4810	A
USGS	04260500	1970-02-08	4750	A
USGS	04260500	1970-02-09	4460	A
USGS	04260500	1970-02-10	4230	A
USGS	04260500	1970-02-11	4230	A
USGS	04260500	1970-02-12	4580	A
USGS	04260500	1970-02-13	4480	A
USGS	04260500	1970-02-14	4200	A
USGS	04260500	1970-02-15	3890	A
USGS	04260500	1970-02-16	3480	A
USGS	04260500	1970-02-17	3210	A
USGS	04260500	1970-02-18	2830	A
USGS	04260500	1970-02-19	2800	A
USGS	04260500	1970-02-20	2940	A
USGS	04260500	1970-02-21	2910	A
USGS	04260500	1970-02-22	2560	A
USGS	04260500	1970-02-23	2400	A
USGS	04260500	1970-02-24	2490	A
USGS	04260500	1970-02-25	2470	A
USGS	04260500	1970-02-26	2290	A
USGS	04260500	1970-02-27	2170	A
USGS	04260500	1970-02-28	1920	A
USGS	04260500	1970-03-01	1960	A
USGS	04260500	1970-03-02	1900	A
USGS	04260500	1970-03-03	2080	A
USGS	04260500	1970-03-04	1860	A
USGS	04260500	1970-03-05	1990	A
USGS	04260500	1970-03-06	2150	A
USGS	04260500	1970-03-07	2200	A
USGS	04260500	1970-03-08	2250	A
USGS	04260500	1970-03-09	2350	A
USGS	04260500	1970-03-10	2290	A
USGS	04260500	1970-03-11	2370	A
USGS	04260500	1970-03-12	2140	A
USGS	04260500	1970-03-13	1970	A
USGS	04260500	1970-03-14	2050	A
USGS	04260500	1970-03-15	1940	A
USGS	04260500	1970-03-16	1780	A
USGS	04260500	1970-03-17	1810	A
USGS	04260500	1970-03-18	1910	A
USGS	04260500	1970-03-19	1890	A
USGS	04260500	1970-03-20	1960	A
USGS	04260500	1970-03-21	2100	A
USGS	04260500	1970-03-22	2200	A
USGS	04260500	1970-03-23	2550	A
USGS	04260500	1970-03-24	2860	A
USGS	04260500	1970-03-25	3070	A
USGS	04260500	1970-03-26	3250	A
USGS	04260500	1970-03-27	4470	A
USGS	04260500	1970-03-28	5660	A
USGS	04260500	1970-03-29	5660	A
USGS	04260500	1970-03-30	4940	A
USGS	04260500	1970-03-31	4900	A
USGS	04260500	1970-04-01	4740	A
USGS	04260500	1970-04-02	5260	A
USGS	04260500	1970-04-03	9310	A
USGS	04260500	1970-04-04	10200	A
USGS	04260500	1970-04-05	10500	A
USGS	04260500	1970-04-06	10500	A
USGS	04260500	1970-04-07	10000	A
USGS	04260500	1970-04-08	9910	A
USGS	04260500	1970-04-09	11100	A
USGS	04260500	1970-04-10	12800	A
USGS	04260500	1970-04-11	12500	A
USGS	04260500	1970-04-12	11800	A
USGS	04260500	1970-04-13	10800	A
USGS	04260500	1970-04-14	10200	A
USGS	04260500	1970-04-15	10300	A
USGS	04260500	1970-04-16	10900	A
USGS	04260500	1970-04-17	11900	A
USGS	04260500	1970-04-18	13600	A
USGS	04260500	1970-04-19	14900	A
USGS	04260500	1970-04-20	15500	A
USGS	04260500	1970-04-21	13900	A
USGS	04260500	1970-04-22	12400	A
USGS	04260500	1970-04-23	11700	A
USGS	04260500	1970-04-24	11200	A
USGS	04260500	1970-04-25	12100	A
USGS	04260500	1970-04-26	13700	A
USGS	04260500	1970-04-27	16600	A
USGS	04260500	1970-04-28	15800	A
USGS	04260500	1970-04-29	13900	A
USGS	04260500	1970-04-30	12500	A
USGS	04260500	1970-05-01	11200	A
USGS	04260500	1970-05-02	9910	A
USGS	04260500	1970-05-03	8710	A
USGS	04260500	1970-05-04	7690	A
USGS	04260500	1970-05-05	6780	A
USGS	04260500	1970-05-06	5850	A
USGS	04260500	1970-05-07	5070	A
USGS	04260500	1970-05-08	4440	A
USGS	04260500	1970-05-09	3900	A
USGS	04260500	1970-05-10	3340	A
USGS	04260500	1970-05-11	3340	A
USGS	04260500	1970-05-12	3380	A
USGS	04260500	1970-05-13	3180	A
USGS	04260500	1970-05-14	3060	A
USGS	04260500	1970-05-15	2890	A
USGS	04260500	1970-05-16	2890	A
USGS	04260500	1970-05-17	4660	A
USGS	04260500	1970-05-18	6660	A
USGS	04260500	1970-05-19	6520	A
USGS	04260500	1970-05-20	6060	A
USGS	04260500	1970-05-21	5310	A
USGS	04260500	1970-05-22	4560	A
USGS	04260500	1970-05-23	3640	A
USGS	04260500	1970-05-24	2710	A
USGS	04260500	1970-05-25	2550	A
USGS	04260500	1970-05-26	2570	A
USGS	04260500	1970-05-27	3620	A
USGS	04260500	1970-05-28	3620	A
USGS	04260500	1970-05-29	3300	A
USGS	04260500	1970-05-30	2440	A
USGS	04260500	1970-05-31	2000	A
USGS	04260500	1970-06-01	1990	A
USGS	04260500	1970-06-02	1990	A
USGS	04260500	1970-06-03	1880	A
USGS	04260500	1970-06-04	1860	A
USGS	04260500	1970-06-05	2100	A
USGS	04260500	1970-06-06	2090	A
USGS	04260500	1970-06-07	1710	A
USGS	04260500	1970-06-08	1690	A
USGS	04260500	1970-06-09	1580	A
USGS	04260500	1970-06-10	1530	A
USGS	04260500	1970-06-11	1290	A
USGS	04260500	1970-06-12	1510	A
USGS	04260500	1970-06-13	1290	A
USGS	04260500	1970-06-14	1130	A
USGS	04260500	1970-06-15	1130	A
USGS	04260500	1970-06-16	1270	A
USGS	04260500	1970-06-17	1610	A
USGS	04260500	1970-06-18	1430	A
USGS	04260500	1970-06-19	1610	A
USGS	04260500	1970-06-20	1930	A
USGS	04260500	1970-06-21	1510	A
USGS	04260500	1970-06-22	1460	A
USGS	04260500	1970-06-23	1350	A
USGS	04260500	1970-06-24	1390	A
USGS	04260500	1970-06-25	1390	A
USGS	04260500	1970-06-26	1320	A
USGS	04260500	1970-06-27	1750	A
USGS	04260500	1970-06-28	3150	A
USGS	04260500	1970-06-29	3360	A
USGS	04260500	1970-06-30	2880	A
USGS	04260500	1970-07-01	2860	A
USGS	04260500	1970-07-02	2700	A
USGS	04260500	1970-07-03	2410	A
USGS	04260500	1970-07-04	2130	A
USGS	04260500	1970-07-05	3340	A
USGS	04260500	1970-07-06	3870	A
USGS	04260500	1970-07-07	3590	A
USGS	04260500	1970-07-08	2690	A
USGS	04260500	1970-07-09	2090	A
USGS	04260500	1970-07-10	1540	A
USGS	04260500	1970-07-11	1600	A
USGS	04260500	1970-07-12	2270	A
USGS	04260500	1970-07-13	2960	A
USGS	04260500	1970-07-14	2980	A
USGS	04260500	1970-07-15	2390	A
USGS	04260500	1970-07-16	2180	A
USGS	04260500	1970-07-17	2000	A
USGS	04260500	1970-07-18	1940	A
USGS	04260500	1970-07-19	1750	A
USGS	04260500	1970-07-20	1610	A
USGS	04260500	1970-07-21	1880	A
USGS	04260500	1970-07-22	2900	A
USGS	04260500	1970-07-23	3300	A
USGS	04260500	1970-07-24	2560	A
USGS	04260500	1970-07-25	2200	A
USGS	04260500	1970-07-26	1310	A
USGS	04260500	1970-07-27	1450	A
USGS	04260500	1970-07-28	1300	A
USGS	04260500	1970-07-29	1210	A
USGS	04260500	1970-07-30	1360	A
USGS	04260500	1970-07-31	1240	A
USGS	04260500	1970-08-01	1170	A
USGS	04260500	1970-08-02	962	A
USGS	04260500	1970-08-03	1270	A
USGS	04260500	1970-08-04	1350	A
USGS	04260500	1970-08-05	1370	A
USGS	04260500	1970-08-06	1240	A
USGS	04260500	1970-08-07	1140	A
USGS	04260500	1970-08-08	1060	A
USGS	04260500	1970-08-09	941	A
USGS	04260500	1970-08-10	948	A
USGS	04260500	1970-08-11	1110	A
USGS	04260500	1970-08-12	1030	A
USGS	04260500	1970-08-13	1110	A
USGS	04260500	1970-08-14	1200	A
USGS	04260500	1970-08-15	1080	A
USGS	04260500	1970-08-16	927	A
USGS	04260500	1970-08-17	1070	A
USGS	04260500	1970-08-18	1020	A
USGS	04260500	1970-08-19	856	A
USGS	04260500	1970-08-20	947	A
USGS	04260500	1970-08-21	957	A
USGS	04260500	1970-08-22	935	A
USGS	04260500	1970-08-23	849	A
USGS	04260500	1970-08-24	1100	A
USGS	04260500	1970-08-25	1160	A
USGS	04260500	1970-08-26	1300	A
USGS	04260500	1970-08-27	1170	A
USGS	04260500	1970-08-28	1030	A
USGS	04260500	1970-08-29	1040	A
USGS	04260500	1970-08-30	965	A
USGS	04260500	1970-08-31	1330	A
USGS	04260500	1970-09-01	1230	A
USGS	04260500	1970-09-02	1340	A
USGS	04260500	1970-09-03	1190	A
USGS	04260500	1970-09-04	1190	A
USGS	04260500	1970-09-05	1430	A
USGS	04260500	1970-09-06	1970	A
USGS	04260500	1970-09-07	2460	A
USGS	04260500	1970-09-08	2260	A
USGS	04260500	1970-09-09	1820	A
USGS	04260500	1970-09-10	1650	A
USGS	04260500	1970-09-11	1520	A
USGS	04260500	1970-09-12	1610	A
USGS	04260500	1970-09-13	1350	A
USGS	04260500	1970-09-14	1570	A
USGS	04260500	1970-09-15	1400	A
USGS	04260500	1970-09-16	1400	A
USGS	04260500	1970-09-17	1610	A
USGS	04260500	1970-09-18	2130	A
USGS	04260500	1970-09-19	2820	A
USGS	04260500	1970-09-20	3640	A
USGS	04260500	1970-09-21	3750	A
USGS	04260500	1970-09-22	3080	A
USGS	04260500	1970-09-23	2670	A
USGS	04260500	1970-09-24	3830	A
USGS	04260500	1970-09-25	3880	A
USGS	04260500	1970-09-26	3410	A
USGS	04260500	1970-09-27	2890	A
USGS	04260500	1970-09-28	3550	A
USGS	04260500	1970-09-29	4230	A
USGS	04260500	1970-09-30	4260	A
USGS	04260500	1970-10-01	3950	A
USGS	04260500	1970-10-02	3470	A
USGS	04260500	1970-10-03	2930	A
USGS	04260500	1970-10-04	3760	A
USGS	04260500	1970-10-05	5240	A
USGS	04260500	1970-10-06	5320	A
USGS	04260500	1970-10-07	4780	A
USGS	04260500	1970-10-08	4600	A
USGS	04260500	1970-10-09	4000	A
USGS	04260500	1970-10-10	3380	A
