# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2021-11-30 15:02:33 EST       (vaww02)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 04231600 GENESEE RIVER AT FORD STREET BRIDGE, ROCHESTER NY
# -----------------------------------------------------------------------------------
#
# Data provided for site 04231600
#            TS   parameter     statistic     Description
#        105622       00060     00003     Discharge, cubic feet per second (Mean)
#
# Data-value qualification codes included in this output:
#     A  Approved for publication -- Processing and review completed.
#     P  Provisional data subject to revision.
#     e  Value has been estimated.
# 
agency_cd	site_no	datetime	105622_00060_00003	105622_00060_00003_cd
USGS	04231600	1969-09-04	612	A
USGS	04231600	1969-09-05	745	A
USGS	04231600	1969-09-06	436	A
USGS	04231600	1969-09-07	598	A
USGS	04231600	1969-09-08	805	A
USGS	04231600	1969-09-09	612	A
USGS	04231600	1969-09-10	441	A
USGS	04231600	1969-09-11	450	A
USGS	04231600	1969-09-12	517	A
USGS	04231600	1969-09-13	571	A
USGS	04231600	1969-09-14	765	A
USGS	04231600	1969-09-15	790	A
USGS	04231600	1969-09-16	740	A
USGS	04231600	1969-09-17	1090	A
USGS	04231600	1969-09-18	549	A
USGS	04231600	1969-09-19	495	A
USGS	04231600	1969-09-20	810	A
USGS	04231600	1969-09-21	770	A
USGS	04231600	1969-09-22	680	A
USGS	04231600	1969-09-23	960	A
USGS	04231600	1969-09-24	670	A
USGS	04231600	1969-09-25	630	A
USGS	04231600	1969-09-26	639	A
USGS	04231600	1969-09-27	580	A
USGS	04231600	1969-09-28	580	A
USGS	04231600	1969-09-29	700	A
USGS	04231600	1969-09-30	625	A
USGS	04231600	1969-10-01	490	A
USGS	04231600	1969-10-02	700	A
USGS	04231600	1969-10-03	755	A
USGS	04231600	1969-10-04	720	A
USGS	04231600	1969-10-05	855	A
USGS	04231600	1969-10-06	710	A
USGS	04231600	1969-10-07	612	A
USGS	04231600	1969-10-08	705	A
USGS	04231600	1969-10-09	634	A
USGS	04231600	1969-10-10	657	A
USGS	04231600	1969-10-11	639	A
USGS	04231600	1969-10-12	685	A
USGS	04231600	1969-10-13	634	A
USGS	04231600	1969-10-14	705	A
USGS	04231600	1969-10-15	670	A
USGS	04231600	1969-10-16	755	A
USGS	04231600	1969-10-17	652	A
USGS	04231600	1969-10-18	666	A
USGS	04231600	1969-10-19	643	A
USGS	04231600	1969-10-20	845	A
USGS	04231600	1969-10-21	840	A
USGS	04231600	1969-10-22	900	A
USGS	04231600	1969-10-23	735	A
USGS	04231600	1969-10-24	675	A
USGS	04231600	1969-10-25	760	A
USGS	04231600	1969-10-26	755	A
USGS	04231600	1969-10-27	910	A
USGS	04231600	1969-10-28	750	A
USGS	04231600	1969-10-29	775	A
USGS	04231600	1969-10-30	661	A
USGS	04231600	1969-10-31	770	A
USGS	04231600	1969-11-01	670	A
USGS	04231600	1969-11-02	895	A
USGS	04231600	1969-11-03	1080	A
USGS	04231600	1969-11-04	1330	A
USGS	04231600	1969-11-05	1490	A
USGS	04231600	1969-11-06	2220	A
USGS	04231600	1969-11-07	2260	A
USGS	04231600	1969-11-08	2280	A
USGS	04231600	1969-11-09	2730	A
USGS	04231600	1969-11-10	2930	A
USGS	04231600	1969-11-11	3170	A
USGS	04231600	1969-11-12	3200	A
USGS	04231600	1969-11-13	3500	A
USGS	04231600	1969-11-14	3580	A
USGS	04231600	1969-11-15	3200	A
USGS	04231600	1969-11-16	2570	A
USGS	04231600	1969-11-17	2360	A
USGS	04231600	1969-11-18	2190	A
USGS	04231600	1969-11-19	2390	A
USGS	04231600	1969-11-20	2270	A
USGS	04231600	1969-11-21	2910	A
USGS	04231600	1969-11-22	3310	A
USGS	04231600	1969-11-23	3200	A
USGS	04231600	1969-11-24	3060	A
USGS	04231600	1969-11-25	3040	A
USGS	04231600	1969-11-26	3180	A
USGS	04231600	1969-11-27	2930	A
USGS	04231600	1969-11-28	2870	A
USGS	04231600	1969-11-29	3160	A
USGS	04231600	1969-11-30	2840	A
USGS	04231600	1969-12-01	2990	A
USGS	04231600	1969-12-02	2300	A
USGS	04231600	1969-12-03	1540	A
USGS	04231600	1969-12-04	1650	A
USGS	04231600	1969-12-05	1320	A
USGS	04231600	1969-12-06	481	A
USGS	04231600	1969-12-07	463	A
USGS	04231600	1969-12-08	1240	A
USGS	04231600	1969-12-09	2100	A
USGS	04231600	1969-12-10	3150	A
USGS	04231600	1969-12-11	6770	A
USGS	04231600	1969-12-12	7920	A
USGS	04231600	1969-12-13	7220	A
USGS	04231600	1969-12-14	6790	A
USGS	04231600	1969-12-15	5690	A
USGS	04231600	1969-12-16	4890	A
USGS	04231600	1969-12-17	4530	A
USGS	04231600	1969-12-18	4320	A
USGS	04231600	1969-12-19	4160	A
USGS	04231600	1969-12-20	4070	A
USGS	04231600	1969-12-21	3750	A
USGS	04231600	1969-12-22	3170	A
USGS	04231600	1969-12-23	2030	A
USGS	04231600	1969-12-24	987	A
USGS	04231600	1969-12-25	1070	A
USGS	04231600	1969-12-26	1610	A
USGS	04231600	1969-12-27	1430	A
USGS	04231600	1969-12-28	1340	A
USGS	04231600	1969-12-29	1610	A
USGS	04231600	1969-12-30	1560	A
USGS	04231600	1969-12-31	1720	A
USGS	04231600	1970-01-01	1410	A
USGS	04231600	1970-01-02	1450	A
USGS	04231600	1970-01-03	1370	A
USGS	04231600	1970-01-04	1480	A
USGS	04231600	1970-01-05	1910	A
USGS	04231600	1970-01-06	1860	A
USGS	04231600	1970-01-07	1750	A
USGS	04231600	1970-01-08	1920	A
USGS	04231600	1970-01-09	1560	A
USGS	04231600	1970-01-10	1410	A
USGS	04231600	1970-01-11	1230	A
USGS	04231600	1970-01-12	1070	A
USGS	04231600	1970-01-13	1530	A
USGS	04231600	1970-01-14	1630	A
USGS	04231600	1970-01-15	1630	A
USGS	04231600	1970-01-16	1750	A
USGS	04231600	1970-01-17	1450	A
USGS	04231600	1970-01-18	1410	A
USGS	04231600	1970-01-19	1710	A
USGS	04231600	1970-01-20	1680	A
USGS	04231600	1970-01-21	1450	A
USGS	04231600	1970-01-22	1830	A
USGS	04231600	1970-01-23	1510	A
USGS	04231600	1970-01-24	1560	A
USGS	04231600	1970-01-25	1510	A
USGS	04231600	1970-01-26	1620	A
USGS	04231600	1970-01-27	1680	A
USGS	04231600	1970-01-28	1770	A
USGS	04231600	1970-01-29	2310	A
USGS	04231600	1970-01-30	3750	A
USGS	04231600	1970-01-31	4550	A
USGS	04231600	1970-02-01	5740	A
USGS	04231600	1970-02-02	6200	A
USGS	04231600	1970-02-03	8260	A
USGS	04231600	1970-02-04	7520	A
USGS	04231600	1970-02-05	7110	A
USGS	04231600	1970-02-06	7500	A
USGS	04231600	1970-02-07	7220	A
USGS	04231600	1970-02-08	6550	A
USGS	04231600	1970-02-09	5840	A
USGS	04231600	1970-02-10	5290	A
USGS	04231600	1970-02-11	5910	A
USGS	04231600	1970-02-12	5000	A
USGS	04231600	1970-02-13	4140	A
USGS	04231600	1970-02-14	3550	A
USGS	04231600	1970-02-15	3240	A
USGS	04231600	1970-02-16	3140	A
USGS	04231600	1970-02-17	3000	A
USGS	04231600	1970-02-18	3070	A
USGS	04231600	1970-02-19	2930	A
USGS	04231600	1970-02-20	3500	A
USGS	04231600	1970-02-21	3620	A
USGS	04231600	1970-02-22	3440	A
USGS	04231600	1970-02-23	3790	A
USGS	04231600	1970-02-24	4200	A
USGS	04231600	1970-02-25	4120	A
USGS	04231600	1970-02-26	3960	A
USGS	04231600	1970-02-27	3260	A
USGS	04231600	1970-02-28	3110	A
USGS	04231600	1970-03-01	2850	A
USGS	04231600	1970-03-02	2690	A
USGS	04231600	1970-03-03	2510	A
USGS	04231600	1970-03-04	3070	A
USGS	04231600	1970-03-05	3510	A
USGS	04231600	1970-03-06	4360	A
USGS	04231600	1970-03-07	4630	A
USGS	04231600	1970-03-08	4270	A
USGS	04231600	1970-03-09	3970	A
USGS	04231600	1970-03-10	3380	A
USGS	04231600	1970-03-11	3010	A
USGS	04231600	1970-03-12	2920	A
USGS	04231600	1970-03-13	2830	A
USGS	04231600	1970-03-14	2620	A
USGS	04231600	1970-03-15	2450	A
USGS	04231600	1970-03-16	1990	A
USGS	04231600	1970-03-17	2040	A
USGS	04231600	1970-03-18	2150	A
USGS	04231600	1970-03-19	2320	A
USGS	04231600	1970-03-20	3200	A
USGS	04231600	1970-03-21	4030	A
USGS	04231600	1970-03-22	4820	A
USGS	04231600	1970-03-23	4600	A
USGS	04231600	1970-03-24	4440	A
USGS	04231600	1970-03-25	4350	A
USGS	04231600	1970-03-26	4560	A
USGS	04231600	1970-03-27	6630	A
USGS	04231600	1970-03-28	7990	A
USGS	04231600	1970-03-29	6970	A
USGS	04231600	1970-03-30	6210	A
USGS	04231600	1970-03-31	5700	A
USGS	04231600	1970-04-01	5420	A
USGS	04231600	1970-04-02	7280	A
USGS	04231600	1970-04-03	10600	A
USGS	04231600	1970-04-04	10900	A
USGS	04231600	1970-04-05	9830	A
USGS	04231600	1970-04-06	8530	A
USGS	04231600	1970-04-07	7870	A
USGS	04231600	1970-04-08	7520	A
USGS	04231600	1970-04-09	7310	A
USGS	04231600	1970-04-10	7400	A
USGS	04231600	1970-04-11	7410	A
USGS	04231600	1970-04-12	6970	A
USGS	04231600	1970-04-13	6890	A
USGS	04231600	1970-04-14	6480	A
USGS	04231600	1970-04-15	6410	A
USGS	04231600	1970-04-16	5210	A
USGS	04231600	1970-04-17	4510	A
USGS	04231600	1970-04-18	4980	A
USGS	04231600	1970-04-19	5460	A
USGS	04231600	1970-04-20	5820	A
USGS	04231600	1970-04-21	7450	A
USGS	04231600	1970-04-22	7880	A
USGS	04231600	1970-04-23	7690	A
USGS	04231600	1970-04-24	5060	A
USGS	04231600	1970-04-25	5710	A
USGS	04231600	1970-04-26	6950	A
USGS	04231600	1970-04-27	6580	A
USGS	04231600	1970-04-28	5240	A
USGS	04231600	1970-04-29	4070	A
USGS	04231600	1970-04-30	3810	A
USGS	04231600	1970-05-01	3570	A
USGS	04231600	1970-05-02	3250	A
USGS	04231600	1970-05-03	2990	A
USGS	04231600	1970-05-04	2590	A
USGS	04231600	1970-05-05	2210	A
USGS	04231600	1970-05-06	2820	A
USGS	04231600	1970-05-07	2360	A
USGS	04231600	1970-05-08	2550	A
USGS	04231600	1970-05-09	2390	A
USGS	04231600	1970-05-10	2640	A
USGS	04231600	1970-05-11	2610	A
USGS	04231600	1970-05-12	2420	A
USGS	04231600	1970-05-13	2690	A
USGS	04231600	1970-05-14	2310	A
USGS	04231600	1970-05-15	2510	A
USGS	04231600	1970-05-16	2800	A
USGS	04231600	1970-05-17	3030	A
USGS	04231600	1970-05-18	3090	A
USGS	04231600	1970-05-19	3050	A
USGS	04231600	1970-05-20	2820	A
USGS	04231600	1970-05-21	2620	A
USGS	04231600	1970-05-22	2480	A
USGS	04231600	1970-05-23	2340	A
USGS	04231600	1970-05-24	2310	A
USGS	04231600	1970-05-25	2650	A
USGS	04231600	1970-05-26	2940	A
USGS	04231600	1970-05-27	3140	A
USGS	04231600	1970-05-28	3090	A
USGS	04231600	1970-05-29	2830	A
USGS	04231600	1970-05-30	2540	A
USGS	04231600	1970-05-31	2510	A
USGS	04231600	1970-06-01	2490	A
USGS	04231600	1970-06-02	2570	A
USGS	04231600	1970-06-03	2370	A
USGS	04231600	1970-06-04	2450	A
USGS	04231600	1970-06-05	2430	A
USGS	04231600	1970-06-06	2380	A
USGS	04231600	1970-06-07	2290	A
USGS	04231600	1970-06-08	2170	A
USGS	04231600	1970-06-09	2090	A
USGS	04231600	1970-06-10	1940	A
USGS	04231600	1970-06-11	1480	A
USGS	04231600	1970-06-12	1170	A
USGS	04231600	1970-06-13	1020	A
USGS	04231600	1970-06-14	977	A
USGS	04231600	1970-06-15	824	A
USGS	04231600	1970-06-16	1030	A
USGS	04231600	1970-06-17	1120	A
USGS	04231600	1970-06-18	1240	A
USGS	04231600	1970-06-19	804	A
USGS	04231600	1970-06-20	1170	A
USGS	04231600	1970-06-21	1180	A
USGS	04231600	1970-06-22	1110	A
USGS	04231600	1970-06-23	1160	A
USGS	04231600	1970-06-24	812	A
USGS	04231600	1970-06-25	744	A
USGS	04231600	1970-06-26	897	A
USGS	04231600	1970-06-27	1930	A
USGS	04231600	1970-06-28	1280	A
USGS	04231600	1970-06-29	979	A
USGS	04231600	1970-06-30	1000	A
USGS	04231600	1970-07-01	964	A
USGS	04231600	1970-07-02	901	A
USGS	04231600	1970-07-03	852	A
USGS	04231600	1970-07-04	903	A
USGS	04231600	1970-07-05	1030	A
USGS	04231600	1970-07-06	1660	A
USGS	04231600	1970-07-07	1570	A
USGS	04231600	1970-07-08	1020	A
USGS	04231600	1970-07-09	989	A
USGS	04231600	1970-07-10	968	A
USGS	04231600	1970-07-11	829	A
USGS	04231600	1970-07-12	604	A
USGS	04231600	1970-07-13	822	A
USGS	04231600	1970-07-14	942	A
USGS	04231600	1970-07-15	1240	A
USGS	04231600	1970-07-16	1100	A
USGS	04231600	1970-07-17	1320	A
USGS	04231600	1970-07-18	1780	A
USGS	04231600	1970-07-19	1330	A
USGS	04231600	1970-07-20	1340	A
USGS	04231600	1970-07-21	1240	A
USGS	04231600	1970-07-22	1170	A
USGS	04231600	1970-07-23	1150	A
USGS	04231600	1970-07-24	1280	A
USGS	04231600	1970-07-25	745	A
USGS	04231600	1970-07-26	946	A
USGS	04231600	1970-07-27	945	A
USGS	04231600	1970-07-28	912	A
USGS	04231600	1970-07-29	1020	A
USGS	04231600	1970-07-30	885	A
USGS	04231600	1970-07-31	854	A
USGS	04231600	1970-08-01	829	A
USGS	04231600	1970-08-02	904	A
USGS	04231600	1970-08-03	971	A
USGS	04231600	1970-08-04	782	A
USGS	04231600	1970-08-05	840	A
USGS	04231600	1970-08-06	721	A
USGS	04231600	1970-08-07	753	A
USGS	04231600	1970-08-08	722	A
USGS	04231600	1970-08-09	822	A
USGS	04231600	1970-08-10	694	A
USGS	04231600	1970-08-11	646	A
USGS	04231600	1970-08-12	737	A
USGS	04231600	1970-08-13	677	A
USGS	04231600	1970-08-14	657	A
USGS	04231600	1970-08-15	690	A
USGS	04231600	1970-08-16	459	A
USGS	04231600	1970-08-17	594	A
USGS	04231600	1970-08-18	515	A
USGS	04231600	1970-08-19	627	A
USGS	04231600	1970-08-20	605	A
USGS	04231600	1970-08-21	534	A
USGS	04231600	1970-08-22	647	A
USGS	04231600	1970-08-23	895	A
USGS	04231600	1970-08-24	1300	A
USGS	04231600	1970-08-25	1300	A
USGS	04231600	1970-08-26	724	A
USGS	04231600	1970-08-27	769	A
USGS	04231600	1970-08-28	697	A
USGS	04231600	1970-08-29	665	A
USGS	04231600	1970-08-30	1150	A
USGS	04231600	1970-08-31	1830	A
USGS	04231600	1970-09-01	2000	A
USGS	04231600	1970-09-02	1540	A
USGS	04231600	1970-09-03	1100	A
USGS	04231600	1970-09-04	862	A
USGS	04231600	1970-09-05	944	A
USGS	04231600	1970-09-06	946	A
USGS	04231600	1970-09-07	764	A
USGS	04231600	1970-09-08	819	A
USGS	04231600	1970-09-09	814	A
USGS	04231600	1970-09-10	729	A
USGS	04231600	1970-09-11	663	A
USGS	04231600	1970-09-12	631	A
USGS	04231600	1970-09-13	697	A
USGS	04231600	1970-09-14	617	A
USGS	04231600	1970-09-15	707	A
USGS	04231600	1970-09-16	1490	A
USGS	04231600	1970-09-17	1480	A
USGS	04231600	1970-09-18	1140	A
USGS	04231600	1970-09-19	1490	A
USGS	04231600	1970-09-20	2370	A
USGS	04231600	1970-09-21	1800	A
USGS	04231600	1970-09-22	1310	A
USGS	04231600	1970-09-23	1120	A
USGS	04231600	1970-09-24	1550	A
USGS	04231600	1970-09-25	1060	A
USGS	04231600	1970-09-26	1080	A
USGS	04231600	1970-09-27	1050	A
USGS	04231600	1970-09-28	1060	A
USGS	04231600	1970-09-29	1420	A
USGS	04231600	1970-09-30	1450	A
USGS	04231600	1970-10-01	1090	A
USGS	04231600	1970-10-02	1150	A
USGS	04231600	1970-10-03	1230	A
USGS	04231600	1970-10-04	1230	A
USGS	04231600	1970-10-05	1110	A
USGS	04231600	1970-10-06	1560	A
USGS	04231600	1970-10-07	1640	A
USGS	04231600	1970-10-08	1510	A
USGS	04231600	1970-10-09	1170	A
USGS	04231600	1970-10-10	1050	A
USGS	04231600	1970-10-11	932	A
USGS	04231600	1970-10-12	1160	A
USGS	04231600	1970-10-13	1830	A
