# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2021-11-30 14:59:56 EST       (vaww02)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 04216000 NIAGARA RIVER AT BUFFALO NY
# -----------------------------------------------------------------------------------
#
# Data provided for site 04216000
#            TS   parameter     statistic     Description
#        217733       00060     00003     Discharge, cubic feet per second (Mean), [From USACOE Buffalo]
#
# Data-value qualification codes included in this output:
#     A  Approved for publication -- Processing and review completed.
#     P  Provisional data subject to revision.
# 
agency_cd	site_no	datetime	217733_00060_00003	217733_00060_00003_cd
USGS	04216000	1969-09-28	222000	A
USGS	04216000	1969-09-29	215000	A
USGS	04216000	1969-09-30	225000	A
USGS	04216000	1969-10-01	216000	A
USGS	04216000	1969-10-02	215000	A
USGS	04216000	1969-10-03	218000	A
USGS	04216000	1969-10-04	211000	A
USGS	04216000	1969-10-05	211000	A
USGS	04216000	1969-10-06	215000	A
USGS	04216000	1969-10-07	222000	A
USGS	04216000	1969-10-08	235000	A
USGS	04216000	1969-10-09	215000	A
USGS	04216000	1969-10-10	218000	A
USGS	04216000	1969-10-11	218000	A
USGS	04216000	1969-10-12	207000	A
USGS	04216000	1969-10-13	211000	A
USGS	04216000	1969-10-14	228000	A
USGS	04216000	1969-10-15	213000	A
USGS	04216000	1969-10-16	225000	A
USGS	04216000	1969-10-17	236000	A
USGS	04216000	1969-10-18	241000	A
USGS	04216000	1969-10-19	229000	A
USGS	04216000	1969-10-20	225000	A
USGS	04216000	1969-10-21	224000	A
USGS	04216000	1969-10-22	215000	A
USGS	04216000	1969-10-23	211000	A
USGS	04216000	1969-10-24	214000	A
USGS	04216000	1969-10-25	214000	A
USGS	04216000	1969-10-26	213000	A
USGS	04216000	1969-10-27	218000	A
USGS	04216000	1969-10-28	206000	A
USGS	04216000	1969-10-29	202000	A
USGS	04216000	1969-10-30	201000	A
USGS	04216000	1969-10-31	204000	A
USGS	04216000	1969-11-01	204000	A
USGS	04216000	1969-11-02	208000	A
USGS	04216000	1969-11-03	214000	A
USGS	04216000	1969-11-04	217000	A
USGS	04216000	1969-11-05	212000	A
USGS	04216000	1969-11-06	208000	A
USGS	04216000	1969-11-07	204000	A
USGS	04216000	1969-11-08	202000	A
USGS	04216000	1969-11-09	202000	A
USGS	04216000	1969-11-10	208000	A
USGS	04216000	1969-11-11	207000	A
USGS	04216000	1969-11-12	217000	A
USGS	04216000	1969-11-13	220000	A
USGS	04216000	1969-11-14	214000	A
USGS	04216000	1969-11-15	233000	A
USGS	04216000	1969-11-16	227000	A
USGS	04216000	1969-11-17	210000	A
USGS	04216000	1969-11-18	210000	A
USGS	04216000	1969-11-19	221000	A
USGS	04216000	1969-11-20	240000	A
USGS	04216000	1969-11-21	217000	A
USGS	04216000	1969-11-22	213000	A
USGS	04216000	1969-11-23	216000	A
USGS	04216000	1969-11-24	212000	A
USGS	04216000	1969-11-25	216000	A
USGS	04216000	1969-11-26	216000	A
USGS	04216000	1969-11-27	205000	A
USGS	04216000	1969-11-28	209000	A
USGS	04216000	1969-11-29	224000	A
USGS	04216000	1969-11-30	232000	A
USGS	04216000	1969-12-01	217000	A
USGS	04216000	1969-12-02	222000	A
USGS	04216000	1969-12-03	218000	A
USGS	04216000	1969-12-04	211000	A
USGS	04216000	1969-12-05	207000	A
USGS	04216000	1969-12-06	202000	A
USGS	04216000	1969-12-07	195000	A
USGS	04216000	1969-12-08	216000	A
USGS	04216000	1969-12-09	210000	A
USGS	04216000	1969-12-10	202000	A
USGS	04216000	1969-12-11	229000	A
USGS	04216000	1969-12-12	237000	A
USGS	04216000	1969-12-13	223000	A
USGS	04216000	1969-12-14	215000	A
USGS	04216000	1969-12-15	210000	A
USGS	04216000	1969-12-16	212000	A
USGS	04216000	1969-12-17	212000	A
USGS	04216000	1969-12-18	215000	A
USGS	04216000	1969-12-19	229000	A
USGS	04216000	1969-12-20	219000	A
USGS	04216000	1969-12-21	216000	A
USGS	04216000	1969-12-22	208000	A
USGS	04216000	1969-12-23	190000	A
USGS	04216000	1969-12-24	193000	A
USGS	04216000	1969-12-25	202000	A
USGS	04216000	1969-12-26	201000	A
USGS	04216000	1969-12-27	212000	A
USGS	04216000	1969-12-28	210000	A
USGS	04216000	1969-12-29	202000	A
USGS	04216000	1969-12-30	196000	A
USGS	04216000	1969-12-31	184000	A
USGS	04216000	1970-01-01	199000	A
USGS	04216000	1970-01-02	204000	A
USGS	04216000	1970-01-03	210000	A
USGS	04216000	1970-01-04	219000	A
USGS	04216000	1970-01-05	210000	A
USGS	04216000	1970-01-06	177000	A
USGS	04216000	1970-01-07	202000	A
USGS	04216000	1970-01-08	234000	A
USGS	04216000	1970-01-09	230000	A
USGS	04216000	1970-01-10	207000	A
USGS	04216000	1970-01-11	192000	A
USGS	04216000	1970-01-12	190000	A
USGS	04216000	1970-01-13	184000	A
USGS	04216000	1970-01-14	184000	A
USGS	04216000	1970-01-15	179000	A
USGS	04216000	1970-01-16	187000	A
USGS	04216000	1970-01-17	191000	A
USGS	04216000	1970-01-18	188000	A
USGS	04216000	1970-01-19	189000	A
USGS	04216000	1970-01-20	188000	A
USGS	04216000	1970-01-21	187000	A
USGS	04216000	1970-01-22	188000	A
USGS	04216000	1970-01-23	190000	A
USGS	04216000	1970-01-24	194000	A
USGS	04216000	1970-01-25	191000	A
USGS	04216000	1970-01-26	193000	A
USGS	04216000	1970-01-27	190000	A
USGS	04216000	1970-01-28	189000	A
USGS	04216000	1970-01-29	196000	A
USGS	04216000	1970-01-30	197000	A
USGS	04216000	1970-01-31	196000	A
USGS	04216000	1970-02-01	199000	A
USGS	04216000	1970-02-02	196000	A
USGS	04216000	1970-02-03	201000	A
USGS	04216000	1970-02-04	208000	A
USGS	04216000	1970-02-05	204000	A
USGS	04216000	1970-02-06	200000	A
USGS	04216000	1970-02-07	196000	A
USGS	04216000	1970-02-08	194000	A
USGS	04216000	1970-02-09	188000	A
USGS	04216000	1970-02-10	197000	A
USGS	04216000	1970-02-11	204000	A
USGS	04216000	1970-02-12	198000	A
USGS	04216000	1970-02-13	203000	A
USGS	04216000	1970-02-14	202000	A
USGS	04216000	1970-02-15	196000	A
USGS	04216000	1970-02-16	198000	A
USGS	04216000	1970-02-17	197000	A
USGS	04216000	1970-02-18	195000	A
USGS	04216000	1970-02-19	197000	A
USGS	04216000	1970-02-20	201000	A
USGS	04216000	1970-02-21	198000	A
USGS	04216000	1970-02-22	201000	A
USGS	04216000	1970-02-23	196000	A
USGS	04216000	1970-02-24	197000	A
USGS	04216000	1970-02-25	196000	A
USGS	04216000	1970-02-26	196000	A
USGS	04216000	1970-02-27	201000	A
USGS	04216000	1970-02-28	198000	A
USGS	04216000	1970-03-01	188000	A
USGS	04216000	1970-03-02	186000	A
USGS	04216000	1970-03-03	178000	A
USGS	04216000	1970-03-04	192000	A
USGS	04216000	1970-03-05	201000	A
USGS	04216000	1970-03-06	200000	A
USGS	04216000	1970-03-07	203000	A
USGS	04216000	1970-03-08	200000	A
USGS	04216000	1970-03-09	198000	A
USGS	04216000	1970-03-10	197000	A
USGS	04216000	1970-03-11	200000	A
USGS	04216000	1970-03-12	194000	A
USGS	04216000	1970-03-13	198000	A
USGS	04216000	1970-03-14	198000	A
USGS	04216000	1970-03-15	198000	A
USGS	04216000	1970-03-16	201000	A
USGS	04216000	1970-03-17	196000	A
USGS	04216000	1970-03-18	193000	A
USGS	04216000	1970-03-19	194000	A
USGS	04216000	1970-03-20	198000	A
USGS	04216000	1970-03-21	211000	A
USGS	04216000	1970-03-22	195000	A
USGS	04216000	1970-03-23	211000	A
USGS	04216000	1970-03-24	211000	A
USGS	04216000	1970-03-25	205000	A
USGS	04216000	1970-03-26	207000	A
USGS	04216000	1970-03-27	219000	A
USGS	04216000	1970-03-28	206000	A
USGS	04216000	1970-03-29	194000	A
USGS	04216000	1970-03-30	193000	A
USGS	04216000	1970-03-31	198000	A
USGS	04216000	1970-04-01	197000	A
USGS	04216000	1970-04-02	218000	A
USGS	04216000	1970-04-03	232000	A
USGS	04216000	1970-04-04	217000	A
USGS	04216000	1970-04-05	211000	A
USGS	04216000	1970-04-06	209000	A
USGS	04216000	1970-04-07	211000	A
USGS	04216000	1970-04-08	209000	A
USGS	04216000	1970-04-09	216000	A
USGS	04216000	1970-04-10	208000	A
USGS	04216000	1970-04-11	209000	A
USGS	04216000	1970-04-12	203000	A
USGS	04216000	1970-04-13	197000	A
USGS	04216000	1970-04-14	201000	A
USGS	04216000	1970-04-15	203000	A
USGS	04216000	1970-04-16	203000	A
USGS	04216000	1970-04-17	208000	A
USGS	04216000	1970-04-18	207000	A
USGS	04216000	1970-04-19	196000	A
USGS	04216000	1970-04-20	207000	A
USGS	04216000	1970-04-21	218000	A
USGS	04216000	1970-04-22	210000	A
USGS	04216000	1970-04-23	210000	A
USGS	04216000	1970-04-24	210000	A
USGS	04216000	1970-04-25	213000	A
USGS	04216000	1970-04-26	212000	A
USGS	04216000	1970-04-27	213000	A
USGS	04216000	1970-04-28	211000	A
USGS	04216000	1970-04-29	213000	A
USGS	04216000	1970-04-30	213000	A
USGS	04216000	1970-05-01	218000	A
USGS	04216000	1970-05-02	221000	A
USGS	04216000	1970-05-03	219000	A
USGS	04216000	1970-05-04	219000	A
USGS	04216000	1970-05-05	220000	A
USGS	04216000	1970-05-06	215000	A
USGS	04216000	1970-05-07	217000	A
USGS	04216000	1970-05-08	220000	A
USGS	04216000	1970-05-09	219000	A
USGS	04216000	1970-05-10	217000	A
USGS	04216000	1970-05-11	216000	A
USGS	04216000	1970-05-12	213000	A
USGS	04216000	1970-05-13	216000	A
USGS	04216000	1970-05-14	209000	A
USGS	04216000	1970-05-15	214000	A
USGS	04216000	1970-05-16	222000	A
USGS	04216000	1970-05-17	222000	A
USGS	04216000	1970-05-18	222000	A
USGS	04216000	1970-05-19	224000	A
USGS	04216000	1970-05-20	220000	A
USGS	04216000	1970-05-21	218000	A
USGS	04216000	1970-05-22	222000	A
USGS	04216000	1970-05-23	215000	A
USGS	04216000	1970-05-24	215000	A
USGS	04216000	1970-05-25	222000	A
USGS	04216000	1970-05-26	229000	A
USGS	04216000	1970-05-27	222000	A
USGS	04216000	1970-05-28	217000	A
USGS	04216000	1970-05-29	213000	A
USGS	04216000	1970-05-30	220000	A
USGS	04216000	1970-05-31	220000	A
USGS	04216000	1970-06-01	221000	A
USGS	04216000	1970-06-02	220000	A
USGS	04216000	1970-06-03	217000	A
USGS	04216000	1970-06-04	218000	A
USGS	04216000	1970-06-05	219000	A
USGS	04216000	1970-06-06	218000	A
USGS	04216000	1970-06-07	219000	A
USGS	04216000	1970-06-08	222000	A
USGS	04216000	1970-06-09	219000	A
USGS	04216000	1970-06-10	218000	A
USGS	04216000	1970-06-11	219000	A
USGS	04216000	1970-06-12	217000	A
USGS	04216000	1970-06-13	209000	A
USGS	04216000	1970-06-14	208000	A
USGS	04216000	1970-06-15	216000	A
USGS	04216000	1970-06-16	215000	A
USGS	04216000	1970-06-17	218000	A
USGS	04216000	1970-06-18	224000	A
USGS	04216000	1970-06-19	223000	A
USGS	04216000	1970-06-20	217000	A
USGS	04216000	1970-06-21	211000	A
USGS	04216000	1970-06-22	218000	A
USGS	04216000	1970-06-23	218000	A
USGS	04216000	1970-06-24	218000	A
USGS	04216000	1970-06-25	213000	A
USGS	04216000	1970-06-26	209000	A
USGS	04216000	1970-06-27	212000	A
USGS	04216000	1970-06-28	216000	A
USGS	04216000	1970-06-29	221000	A
USGS	04216000	1970-06-30	219000	A
USGS	04216000	1970-07-01	215000	A
USGS	04216000	1970-07-02	215000	A
USGS	04216000	1970-07-03	215000	A
USGS	04216000	1970-07-04	223000	A
USGS	04216000	1970-07-05	223000	A
USGS	04216000	1970-07-06	216000	A
USGS	04216000	1970-07-07	217000	A
USGS	04216000	1970-07-08	214000	A
USGS	04216000	1970-07-09	211000	A
USGS	04216000	1970-07-10	215000	A
USGS	04216000	1970-07-11	215000	A
USGS	04216000	1970-07-12	215000	A
USGS	04216000	1970-07-13	210000	A
USGS	04216000	1970-07-14	212000	A
USGS	04216000	1970-07-15	222000	A
USGS	04216000	1970-07-16	226000	A
USGS	04216000	1970-07-17	219000	A
USGS	04216000	1970-07-18	216000	A
USGS	04216000	1970-07-19	212000	A
USGS	04216000	1970-07-20	229000	A
USGS	04216000	1970-07-21	226000	A
USGS	04216000	1970-07-22	218000	A
USGS	04216000	1970-07-23	213000	A
USGS	04216000	1970-07-24	215000	A
USGS	04216000	1970-07-25	216000	A
USGS	04216000	1970-07-26	217000	A
USGS	04216000	1970-07-27	216000	A
USGS	04216000	1970-07-28	215000	A
USGS	04216000	1970-07-29	215000	A
USGS	04216000	1970-07-30	215000	A
USGS	04216000	1970-07-31	215000	A
USGS	04216000	1970-08-01	219000	A
USGS	04216000	1970-08-02	218000	A
USGS	04216000	1970-08-03	220000	A
USGS	04216000	1970-08-04	211000	A
USGS	04216000	1970-08-05	212000	A
USGS	04216000	1970-08-06	211000	A
USGS	04216000	1970-08-07	210000	A
USGS	04216000	1970-08-08	206000	A
USGS	04216000	1970-08-09	205000	A
USGS	04216000	1970-08-10	205000	A
USGS	04216000	1970-08-11	206000	A
USGS	04216000	1970-08-12	208000	A
USGS	04216000	1970-08-13	210000	A
USGS	04216000	1970-08-14	209000	A
USGS	04216000	1970-08-15	209000	A
USGS	04216000	1970-08-16	214000	A
USGS	04216000	1970-08-17	209000	A
USGS	04216000	1970-08-18	203000	A
USGS	04216000	1970-08-19	212000	A
USGS	04216000	1970-08-20	214000	A
USGS	04216000	1970-08-21	208000	A
USGS	04216000	1970-08-22	207000	A
USGS	04216000	1970-08-23	210000	A
USGS	04216000	1970-08-24	209000	A
USGS	04216000	1970-08-25	212000	A
USGS	04216000	1970-08-26	216000	A
USGS	04216000	1970-08-27	212000	A
USGS	04216000	1970-08-28	220000	A
USGS	04216000	1970-08-29	210000	A
USGS	04216000	1970-08-30	219000	A
USGS	04216000	1970-08-31	213000	A
USGS	04216000	1970-09-01	211000	A
USGS	04216000	1970-09-02	209000	A
USGS	04216000	1970-09-03	214000	A
USGS	04216000	1970-09-04	231000	A
USGS	04216000	1970-09-05	217000	A
USGS	04216000	1970-09-06	210000	A
USGS	04216000	1970-09-07	207000	A
USGS	04216000	1970-09-08	211000	A
USGS	04216000	1970-09-09	210000	A
USGS	04216000	1970-09-10	222000	A
USGS	04216000	1970-09-11	211000	A
USGS	04216000	1970-09-12	208000	A
USGS	04216000	1970-09-13	206000	A
USGS	04216000	1970-09-14	193000	A
USGS	04216000	1970-09-15	203000	A
USGS	04216000	1970-09-16	212000	A
USGS	04216000	1970-09-17	204000	A
USGS	04216000	1970-09-18	211000	A
USGS	04216000	1970-09-19	210000	A
USGS	04216000	1970-09-20	209000	A
USGS	04216000	1970-09-21	214000	A
USGS	04216000	1970-09-22	217000	A
USGS	04216000	1970-09-23	206000	A
USGS	04216000	1970-09-24	206000	A
USGS	04216000	1970-09-25	214000	A
USGS	04216000	1970-09-26	215000	A
USGS	04216000	1970-09-27	213000	A
USGS	04216000	1970-09-28	216000	A
USGS	04216000	1970-09-29	213000	A
USGS	04216000	1970-09-30	212000	A
USGS	04216000	1970-10-01	204000	A
USGS	04216000	1970-10-02	215000	A
USGS	04216000	1970-10-03	228000	A
USGS	04216000	1970-10-04	222000	A
USGS	04216000	1970-10-05	206000	A
USGS	04216000	1970-10-06	210000	A
USGS	04216000	1970-10-07	204000	A
