# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2021-11-30 15:05:24 EST       (sdww02)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 04249000 OSWEGO RIVER AT LOCK 7, OSWEGO NY
# -----------------------------------------------------------------------------------
#
# Data provided for site 04249000
#            TS   parameter     statistic     Description
#        105763       00060     00003     Discharge, cubic feet per second (Mean)
#
# Data-value qualification codes included in this output:
#     A  Approved for publication -- Processing and review completed.
#     e  Value has been estimated.
# 
agency_cd	site_no	datetime	105763_00060_00003	105763_00060_00003_cd
USGS	04249000	1969-07-03	6230	A
USGS	04249000	1969-07-04	5750	A
USGS	04249000	1969-07-05	5630	A
USGS	04249000	1969-07-06	5860	A
USGS	04249000	1969-07-07	5690	A
USGS	04249000	1969-07-08	5480	A
USGS	04249000	1969-07-09	2980	A
USGS	04249000	1969-07-10	2200	A
USGS	04249000	1969-07-11	2670	A
USGS	04249000	1969-07-12	2760	A
USGS	04249000	1969-07-13	2910	A
USGS	04249000	1969-07-14	3530	A
USGS	04249000	1969-07-15	4510	A
USGS	04249000	1969-07-16	3440	A
USGS	04249000	1969-07-17	3250	A
USGS	04249000	1969-07-18	3050	A
USGS	04249000	1969-07-19	2980	A
USGS	04249000	1969-07-20	3000	A
USGS	04249000	1969-07-21	3000	A
USGS	04249000	1969-07-22	3000	A
USGS	04249000	1969-07-23	1600	A
USGS	04249000	1969-07-24	2480	A
USGS	04249000	1969-07-25	2820	A
USGS	04249000	1969-07-26	2660	A
USGS	04249000	1969-07-27	2770	A
USGS	04249000	1969-07-28	2840	A
USGS	04249000	1969-07-29	2670	A
USGS	04249000	1969-07-30	2720	A
USGS	04249000	1969-07-31	2700	A
USGS	04249000	1969-08-01	2410	A
USGS	04249000	1969-08-02	2550	A
USGS	04249000	1969-08-03	2780	A
USGS	04249000	1969-08-04	2680	A
USGS	04249000	1969-08-05	2540	A
USGS	04249000	1969-08-06	2670	A
USGS	04249000	1969-08-07	2430	A
USGS	04249000	1969-08-08	2490	A
USGS	04249000	1969-08-09	2720	A
USGS	04249000	1969-08-10	2730	A
USGS	04249000	1969-08-11	2980	A
USGS	04249000	1969-08-12	2740	A
USGS	04249000	1969-08-13	2910	A
USGS	04249000	1969-08-14	2790	A
USGS	04249000	1969-08-15	2530	A
USGS	04249000	1969-08-16	2210	A
USGS	04249000	1969-08-17	2040	A
USGS	04249000	1969-08-18	2360	A
USGS	04249000	1969-08-19	2240	A
USGS	04249000	1969-08-20	2670	A
USGS	04249000	1969-08-21	3260	A
USGS	04249000	1969-08-22	2850	A
USGS	04249000	1969-08-23	1530	A
USGS	04249000	1969-08-24	1300	A
USGS	04249000	1969-08-25	2080	A
USGS	04249000	1969-08-26	2060	A
USGS	04249000	1969-08-27	1850	A
USGS	04249000	1969-08-28	2210	A
USGS	04249000	1969-08-29	2120	A
USGS	04249000	1969-08-30	2070	A
USGS	04249000	1969-08-31	2050	A
USGS	04249000	1969-09-01	2100	A
USGS	04249000	1969-09-02	2120	A
USGS	04249000	1969-09-03	1850	A
USGS	04249000	1969-09-04	1670	A
USGS	04249000	1969-09-05	1640	A
USGS	04249000	1969-09-06	1640	A
USGS	04249000	1969-09-07	1710	A
USGS	04249000	1969-09-08	1580	A
USGS	04249000	1969-09-09	1660	A
USGS	04249000	1969-09-10	1730	A
USGS	04249000	1969-09-11	1620	A
USGS	04249000	1969-09-12	1190	A
USGS	04249000	1969-09-13	973	A
USGS	04249000	1969-09-14	865	A
USGS	04249000	1969-09-15	1760	A
USGS	04249000	1969-09-16	1230	A
USGS	04249000	1969-09-17	1240	A
USGS	04249000	1969-09-18	1850	A
USGS	04249000	1969-09-19	1530	A
USGS	04249000	1969-09-20	1830	A
USGS	04249000	1969-09-21	1510	A
USGS	04249000	1969-09-22	1610	A
USGS	04249000	1969-09-23	1760	A
USGS	04249000	1969-09-24	2170	A
USGS	04249000	1969-09-25	1650	A
USGS	04249000	1969-09-26	1050	A
USGS	04249000	1969-09-27	1110	A
USGS	04249000	1969-09-28	1050	A
USGS	04249000	1969-09-29	2830	A
USGS	04249000	1969-09-30	1920	A
USGS	04249000	1969-10-01	998	A
USGS	04249000	1969-10-02	2130	A
USGS	04249000	1969-10-03	819	A
USGS	04249000	1969-10-04	676	A
USGS	04249000	1969-10-05	1390	A
USGS	04249000	1969-10-06	1690	A
USGS	04249000	1969-10-07	2990	A
USGS	04249000	1969-10-08	2070	A
USGS	04249000	1969-10-09	562	A
USGS	04249000	1969-10-10	274	A
USGS	04249000	1969-10-11	324	A
USGS	04249000	1969-10-12	1110	A
USGS	04249000	1969-10-13	2570	A
USGS	04249000	1969-10-14	2280	A
USGS	04249000	1969-10-15	1180	A
USGS	04249000	1969-10-16	1010	A
USGS	04249000	1969-10-17	1680	A
USGS	04249000	1969-10-18	1420	A
USGS	04249000	1969-10-19	298	A
USGS	04249000	1969-10-20	1460	A
USGS	04249000	1969-10-21	1320	A
USGS	04249000	1969-10-22	1680	A
USGS	04249000	1969-10-23	2340	A
USGS	04249000	1969-10-24	2450	A
USGS	04249000	1969-10-25	2630	A
USGS	04249000	1969-10-26	2420	A
USGS	04249000	1969-10-27	2490	A
USGS	04249000	1969-10-28	2410	A
USGS	04249000	1969-10-29	2470	A
USGS	04249000	1969-10-30	2880	A
USGS	04249000	1969-10-31	2880	A
USGS	04249000	1969-11-01	2930	A
USGS	04249000	1969-11-02	2830	A
USGS	04249000	1969-11-03	3400	A
USGS	04249000	1969-11-04	3670	A
USGS	04249000	1969-11-05	5360	A
USGS	04249000	1969-11-06	4770	A
USGS	04249000	1969-11-07	4580	A
USGS	04249000	1969-11-08	4970	A
USGS	04249000	1969-11-09	5660	A
USGS	04249000	1969-11-10	5650	A
USGS	04249000	1969-11-11	4940	A
USGS	04249000	1969-11-12	5170	A
USGS	04249000	1969-11-13	6020	A
USGS	04249000	1969-11-14	6530	A
USGS	04249000	1969-11-15	6270	A
USGS	04249000	1969-11-16	6220	A
USGS	04249000	1969-11-17	6050	A
USGS	04249000	1969-11-18	5530	A
USGS	04249000	1969-11-19	5470	A
USGS	04249000	1969-11-20	6150	A
USGS	04249000	1969-11-21	6780	A
USGS	04249000	1969-11-22	7520	A
USGS	04249000	1969-11-23	6420	A
USGS	04249000	1969-11-24	6230	A
USGS	04249000	1969-11-25	6080	A
USGS	04249000	1969-11-26	5810	A
USGS	04249000	1969-11-27	5890	A
USGS	04249000	1969-11-28	5570	A
USGS	04249000	1969-11-29	5350	A
USGS	04249000	1969-11-30	5490	A
USGS	04249000	1969-12-01	5190	A
USGS	04249000	1969-12-02	5320	A
USGS	04249000	1969-12-03	5140	A
USGS	04249000	1969-12-04	5130	A
USGS	04249000	1969-12-05	5360	A
USGS	04249000	1969-12-06	5210	A
USGS	04249000	1969-12-07	4520	A
USGS	04249000	1969-12-08	5420	A
USGS	04249000	1969-12-09	5940	A
USGS	04249000	1969-12-10	6720	A
USGS	04249000	1969-12-11	9260	A
USGS	04249000	1969-12-12	11100	A
USGS	04249000	1969-12-13	11000	A
USGS	04249000	1969-12-14	10900	A
USGS	04249000	1969-12-15	10700	A
USGS	04249000	1969-12-16	10000	A
USGS	04249000	1969-12-17	9560	A
USGS	04249000	1969-12-18	9760	A
USGS	04249000	1969-12-19	9320	A
USGS	04249000	1969-12-20	9340	A
USGS	04249000	1969-12-21	9170	A
USGS	04249000	1969-12-22	9010	A
USGS	04249000	1969-12-23	8520	A
USGS	04249000	1969-12-24	8380	A
USGS	04249000	1969-12-25	8620	A
USGS	04249000	1969-12-26	7520	A
USGS	04249000	1969-12-27	7840	A
USGS	04249000	1969-12-28	7940	A
USGS	04249000	1969-12-29	8260	A
USGS	04249000	1969-12-30	7850	A
USGS	04249000	1969-12-31	7660	A
USGS	04249000	1970-01-01	7460	A
USGS	04249000	1970-01-02	7510	A
USGS	04249000	1970-01-03	7520	A
USGS	04249000	1970-01-04	7440	A
USGS	04249000	1970-01-05	6960	A
USGS	04249000	1970-01-06	6150	A
USGS	04249000	1970-01-07	6720	A
USGS	04249000	1970-01-08	6940	A
USGS	04249000	1970-01-09	6940	A
USGS	04249000	1970-01-10	6790	A
USGS	04249000	1970-01-11	6760	A
USGS	04249000	1970-01-12	2880	A
USGS	04249000	1970-01-13	6510	A
USGS	04249000	1970-01-14	7010	A
USGS	04249000	1970-01-15	6760	A
USGS	04249000	1970-01-16	6570	A
USGS	04249000	1970-01-17	6140	A
USGS	04249000	1970-01-18	6260	A
USGS	04249000	1970-01-19	6260	A
USGS	04249000	1970-01-20	5890	A
USGS	04249000	1970-01-21	4340	A
USGS	04249000	1970-01-22	4590	A
USGS	04249000	1970-01-23	4440	A
USGS	04249000	1970-01-24	4020	A
USGS	04249000	1970-01-25	4040	A
USGS	04249000	1970-01-26	3760	A
USGS	04249000	1970-01-27	3930	A
USGS	04249000	1970-01-28	3940	A
USGS	04249000	1970-01-29	3950	A
USGS	04249000	1970-01-30	4360	A
USGS	04249000	1970-01-31	4500	A
USGS	04249000	1970-02-01	4620	A
USGS	04249000	1970-02-02	5920	A
USGS	04249000	1970-02-03	8060	A
USGS	04249000	1970-02-04	9150	A
USGS	04249000	1970-02-05	9140	A
USGS	04249000	1970-02-06	9070	A
USGS	04249000	1970-02-07	9170	A
USGS	04249000	1970-02-08	9110	A
USGS	04249000	1970-02-09	8020	A
USGS	04249000	1970-02-10	7480	A
USGS	04249000	1970-02-11	8150	A
USGS	04249000	1970-02-12	8150	A
USGS	04249000	1970-02-13	8760	A
USGS	04249000	1970-02-14	8320	A
USGS	04249000	1970-02-15	8260	A
USGS	04249000	1970-02-16	7940	A
USGS	04249000	1970-02-17	7680	A
USGS	04249000	1970-02-18	8050	A
USGS	04249000	1970-02-19	8260	A
USGS	04249000	1970-02-20	7900	A
USGS	04249000	1970-02-21	7850	A
USGS	04249000	1970-02-22	7990	A
USGS	04249000	1970-02-23	7940	A
USGS	04249000	1970-02-24	8030	A
USGS	04249000	1970-02-25	8310	A
USGS	04249000	1970-02-26	7990	A
USGS	04249000	1970-02-27	7960	A
USGS	04249000	1970-02-28	7800	A
USGS	04249000	1970-03-01	7700	A
USGS	04249000	1970-03-02	7440	A
USGS	04249000	1970-03-03	7300	A
USGS	04249000	1970-03-04	7310	A
USGS	04249000	1970-03-05	7640	A
USGS	04249000	1970-03-06	8700	A
USGS	04249000	1970-03-07	10100	A
USGS	04249000	1970-03-08	10300	A
USGS	04249000	1970-03-09	10000	A
USGS	04249000	1970-03-10	9850	A
USGS	04249000	1970-03-11	9430	A
USGS	04249000	1970-03-12	8540	A
USGS	04249000	1970-03-13	7710	A
USGS	04249000	1970-03-14	8100	A
USGS	04249000	1970-03-15	8070	A
USGS	04249000	1970-03-16	7870	A
USGS	04249000	1970-03-17	7690	A
USGS	04249000	1970-03-18	7610	A
USGS	04249000	1970-03-19	7510	A
USGS	04249000	1970-03-20	7800	A
USGS	04249000	1970-03-21	8540	A
USGS	04249000	1970-03-22	10200	A
USGS	04249000	1970-03-23	12900	A
USGS	04249000	1970-03-24	14500	A
USGS	04249000	1970-03-25	15000	A
USGS	04249000	1970-03-26	15400	A
USGS	04249000	1970-03-27	17200	A
USGS	04249000	1970-03-28	17000	A
USGS	04249000	1970-03-29	16600	A
USGS	04249000	1970-03-30	15800	A
USGS	04249000	1970-03-31	14900	A
USGS	04249000	1970-04-01	14100	A
USGS	04249000	1970-04-02	16100	A
USGS	04249000	1970-04-03	19900	A
USGS	04249000	1970-04-04	20400	A
USGS	04249000	1970-04-05	20000	A
USGS	04249000	1970-04-06	19700	A
USGS	04249000	1970-04-07	19100	A
USGS	04249000	1970-04-08	18400	A
USGS	04249000	1970-04-09	17800	A
USGS	04249000	1970-04-10	17600	A
USGS	04249000	1970-04-11	17500	A
USGS	04249000	1970-04-12	17300	A
USGS	04249000	1970-04-13	17000	A
USGS	04249000	1970-04-14	16600	A
USGS	04249000	1970-04-15	16200	A
USGS	04249000	1970-04-16	15900	A
USGS	04249000	1970-04-17	15400	A
USGS	04249000	1970-04-18	14500	A
USGS	04249000	1970-04-19	14000	A
USGS	04249000	1970-04-20	13600	A
USGS	04249000	1970-04-21	13500	A
USGS	04249000	1970-04-22	12600	A
USGS	04249000	1970-04-23	12100	A
USGS	04249000	1970-04-24	12400	A
USGS	04249000	1970-04-25	12400	A
USGS	04249000	1970-04-26	12400	A
USGS	04249000	1970-04-27	12200	A
USGS	04249000	1970-04-28	11900	A
USGS	04249000	1970-04-29	11600	A
USGS	04249000	1970-04-30	10500	A
USGS	04249000	1970-05-01	10100	A
USGS	04249000	1970-05-02	9770	A
USGS	04249000	1970-05-03	9190	A
USGS	04249000	1970-05-04	6980	A
USGS	04249000	1970-05-05	6440	A
USGS	04249000	1970-05-06	5470	A
USGS	04249000	1970-05-07	5060	A
USGS	04249000	1970-05-08	3070	A
USGS	04249000	1970-05-09	3140	A
USGS	04249000	1970-05-10	3340	A
USGS	04249000	1970-05-11	3410	A
USGS	04249000	1970-05-12	3200	A
USGS	04249000	1970-05-13	3120	A
USGS	04249000	1970-05-14	3830	A
USGS	04249000	1970-05-15	3990	A
USGS	04249000	1970-05-16	4530	A
USGS	04249000	1970-05-17	4780	A
USGS	04249000	1970-05-18	6210	A
USGS	04249000	1970-05-19	6440	A
USGS	04249000	1970-05-20	6870	A
USGS	04249000	1970-05-21	8450	A
USGS	04249000	1970-05-22	8770	A
USGS	04249000	1970-05-23	7380	A
USGS	04249000	1970-05-24	9090	A
USGS	04249000	1970-05-25	9080	A
USGS	04249000	1970-05-26	8000	A
USGS	04249000	1970-05-27	6290	A
USGS	04249000	1970-05-28	5590	A
USGS	04249000	1970-05-29	5120	A
USGS	04249000	1970-05-30	4810	A
USGS	04249000	1970-05-31	3670	A
USGS	04249000	1970-06-01	3420	A
USGS	04249000	1970-06-02	4290	A
USGS	04249000	1970-06-03	3940	A
USGS	04249000	1970-06-04	4020	A
USGS	04249000	1970-06-05	4140	A
USGS	04249000	1970-06-06	4200	A
USGS	04249000	1970-06-07	4190	A
USGS	04249000	1970-06-08	3820	A
USGS	04249000	1970-06-09	3680	A
USGS	04249000	1970-06-10	3900	A
USGS	04249000	1970-06-11	3660	A
USGS	04249000	1970-06-12	3730	A
USGS	04249000	1970-06-13	3760	A
USGS	04249000	1970-06-14	3520	A
USGS	04249000	1970-06-15	2570	A
USGS	04249000	1970-06-16	1700	A
USGS	04249000	1970-06-17	2430	A
USGS	04249000	1970-06-18	2980	A
USGS	04249000	1970-06-19	5280	A
USGS	04249000	1970-06-20	4480	A
USGS	04249000	1970-06-21	4250	A
USGS	04249000	1970-06-22	4010	A
USGS	04249000	1970-06-23	7380	A
USGS	04249000	1970-06-24	9080	A
USGS	04249000	1970-06-25	8400	A
USGS	04249000	1970-06-26	4180	A
USGS	04249000	1970-06-27	3090	A
USGS	04249000	1970-06-28	2940	A
USGS	04249000	1970-06-29	3920	A
USGS	04249000	1970-06-30	3390	A
USGS	04249000	1970-07-01	3490	A
USGS	04249000	1970-07-02	3450	A
USGS	04249000	1970-07-03	3320	A
USGS	04249000	1970-07-04	3590	A
USGS	04249000	1970-07-05	4290	A
USGS	04249000	1970-07-06	4680	A
USGS	04249000	1970-07-07	3740	A
USGS	04249000	1970-07-08	2180	A
USGS	04249000	1970-07-09	3300	A
USGS	04249000	1970-07-10	2600	A
USGS	04249000	1970-07-11	2820	A
USGS	04249000	1970-07-12	3430	A
USGS	04249000	1970-07-13	3740	A
USGS	04249000	1970-07-14	3570	A
USGS	04249000	1970-07-15	4990	A
USGS	04249000	1970-07-16	4820	A
USGS	04249000	1970-07-17	4390	A
USGS	04249000	1970-07-18	4360	A
USGS	04249000	1970-07-19	3780	A
USGS	04249000	1970-07-20	4160	A
USGS	04249000	1970-07-21	3930	A
USGS	04249000	1970-07-22	3810	A
USGS	04249000	1970-07-23	2520	A
USGS	04249000	1970-07-24	2280	A
USGS	04249000	1970-07-25	3020	A
USGS	04249000	1970-07-26	3180	A
USGS	04249000	1970-07-27	3020	A
USGS	04249000	1970-07-28	3000	A
USGS	04249000	1970-07-29	3140	A
USGS	04249000	1970-07-30	3530	A
USGS	04249000	1970-07-31	3000	A
USGS	04249000	1970-08-01	2600	A
USGS	04249000	1970-08-02	2770	A
USGS	04249000	1970-08-03	3150	A
USGS	04249000	1970-08-04	2990	A
USGS	04249000	1970-08-05	2900	A
USGS	04249000	1970-08-06	2930	A
USGS	04249000	1970-08-07	2580	A
USGS	04249000	1970-08-08	2670	A
USGS	04249000	1970-08-09	2270	A
USGS	04249000	1970-08-10	1960	A
USGS	04249000	1970-08-11	2220	A
USGS	04249000	1970-08-12	2280	A
USGS	04249000	1970-08-13	1870	A
USGS	04249000	1970-08-14	2320	A
USGS	04249000	1970-08-15	2000	A
USGS	04249000	1970-08-16	1610	A
USGS	04249000	1970-08-17	1870	A
USGS	04249000	1970-08-18	1500	A
USGS	04249000	1970-08-19	2030	A
USGS	04249000	1970-08-20	1910	A
USGS	04249000	1970-08-21	2080	A
USGS	04249000	1970-08-22	1950	A
USGS	04249000	1970-08-23	1980	A
USGS	04249000	1970-08-24	2910	A
USGS	04249000	1970-08-25	2430	A
USGS	04249000	1970-08-26	2430	A
USGS	04249000	1970-08-27	1910	A
USGS	04249000	1970-08-28	1710	A
USGS	04249000	1970-08-29	2040	A
USGS	04249000	1970-08-30	1810	A
USGS	04249000	1970-08-31	2230	A
USGS	04249000	1970-09-01	1660	A
USGS	04249000	1970-09-02	2040	A
USGS	04249000	1970-09-03	2410	A
USGS	04249000	1970-09-04	2150	A
USGS	04249000	1970-09-05	1850	A
USGS	04249000	1970-09-06	1610	A
USGS	04249000	1970-09-07	1570	A
USGS	04249000	1970-09-08	1780	A
USGS	04249000	1970-09-09	1660	A
USGS	04249000	1970-09-10	1720	A
USGS	04249000	1970-09-11	1900	A
USGS	04249000	1970-09-12	1870	A
USGS	04249000	1970-09-13	1520	A
USGS	04249000	1970-09-14	1540	A
USGS	04249000	1970-09-15	1580	A
USGS	04249000	1970-09-16	1550	A
USGS	04249000	1970-09-17	1600	A
USGS	04249000	1970-09-18	1780	A
USGS	04249000	1970-09-19	2200	A
USGS	04249000	1970-09-20	2400	A
USGS	04249000	1970-09-21	3510	A
USGS	04249000	1970-09-22	3920	A
USGS	04249000	1970-09-23	3660	A
USGS	04249000	1970-09-24	5440	A
USGS	04249000	1970-09-25	7060	A
USGS	04249000	1970-09-26	6240	A
USGS	04249000	1970-09-27	6240	A
USGS	04249000	1970-09-28	6220	A
USGS	04249000	1970-09-29	6290	A
USGS	04249000	1970-09-30	5320	A
USGS	04249000	1970-10-01	4920	A
USGS	04249000	1970-10-02	4140	A
USGS	04249000	1970-10-03	4350	A
USGS	04249000	1970-10-04	4160	A
USGS	04249000	1970-10-05	3340	A
USGS	04249000	1970-10-06	3570	A
USGS	04249000	1970-10-07	4900	A
USGS	04249000	1970-10-08	4990	A
USGS	04249000	1970-10-09	3740	A
